text;question;options;ans;label;category
Dua buah muatan yang memiliki jarak R memiliki gaya Coulomb sebesar F.;Jika jarak kedua muatan diubah menjadi 2R, gaya Coulomb antara kedua muatan tersebut menjadi�;"2F
F/2
4F
F/4
Tidak berubah";D;C3;
Perhatikan gambar di bawah ini! Muatan A dan B terpisah sejauh 1,5 m seperti gambar di atas. Sebuah titik di antara kedua muatan tersebut memiliki medan listrik sama dengan nol.;Jika muatan A bernilai +3 C dan muatan B bernilai +12 C, jarak titik tersebut dari muatan A adalah�;"0,3 m
1 m
0,5 m
0,6 m
0,9 m";C;C2;
Terdapat rangkaian dengan dua buah kapasitor yang disusun seri.;Jika kapasitansi kapasitor masing-masing adalah 6 ?F dan 12 ?F dan beda potensial rangkaian adalah 220 V, energi yang tersimpan adalah�;"440,0 mJ
220,0 mJ
110,2 mJ
96.8 mJ
55,1 Mj";D;C2;
Perhatikan gambar berikut!;Arah arus listrik yang tepat dapat dinyatakan sebagai berikut �.;"ABCDA
CBADC
CDABC
DABCD
DCBAD";B;C3;
Perhatikan gambar!;Jika R2 > R3 > R1, maka tegangan pada rangkaian tersebut dapat dinyatakan sebagai berikut �.;"V2 > V3 > V1
V2 < V3 < V1
V2 > V1 > V3
V1 > V3 > V2
V1 < V2 < V3";A;C3;
Perhatikan gambar!;Jika  maka nilai adalah �.;"1,25 A
2,25 A
3,25 A
4,25 A
5,25 A";B;C3;
Perhatikan gambar berikut!;Agar tidak ada arus yang mengalir pada I5, maka nilai I1, I2, I3, dan I4 adalah �.;*gambar*;D;C4;
Perhatikan gambar berikut!;Jika  dihubungkan pada 2 hambatan identik dengan nilai hambatan  maka kuat arus yang mengalir pada rangkaian tersebut sebesar �.;"0,125 A
0,25 A
0,50 A
0,75 A
1,00 A";B;C3;
"Perhatikan pernyataan-pernyataan berikut ini!

Mempelajari tentang muatan listrik yang diam dalam jumlah tertentu
Mempelajari tentang muatan listrik dalam pengaruh sumber tegangan
Mempelajari interaksi muatan-muatan listrik
Mempelajari tentang gejala muatan listrik, baik yang diam maupun mengalir";Pernyataan yang benar mengenai listrik statis ditunjukkan oleh nomor �.;"1, 2, dan 3
1 dan 3
2 dan 4
4 saja
Semua benar";B;C1;
Ion X memiliki 19 proton dan 16 elektron sementara ion Y memiliki 11 proton dan 13 elektron. Atom X dan atom Y kemudian didekatkan.;Muatan masing-masing atom dan keadaan kedua atom yang benar berikut ini adalah �.;*gambar*;D;C2;
Dua buah muatan dan terpisah sejauh 30 cm.;Gaya Coulomb yang bekerja pada kedua muatan tersebut adalah �.;"0,8 N
1,6 N
2,4 N
3,2 N
6,4 N";A;C3;
;Kuat medan listrik pada sebuah titik yang berada 4 cm dari sebuah muatan -8 C adalah �.;*gambar*;E;C3;
Dua buah muatan -2 mC dan 4 mC terpisah pada jarak 15 cm satu sama lain. Suatu titik P berada di antara kedua muatan tersebut dan berjarak 5 cm dari muatan -2 mC.;Potensial listrik di titik P yaitu ... .;"0
180 MV
360 MV
540 MV
720 MV";A;C3;
Aquino melakukan pengamatan sel yang diambil dari ujung akar cabai merah yang sedang aktif membelah. Pada pengamatannya dia menemukan sebuah sel yang kromosomnya menebal, membran intinya tidak tampak, memiliki dua sentriol yang tampak menuju ke kutub yang berbeda.;Keadaan ini menunjukkan bahwa sel sedang mengalami proses pembelahan pada fase....;"anafase 
telofase 
metafase 
profase ";D;;HOTS
"Perhatikan jenis-jenis perkembangbiakan pada tumbuhan di bawah ini!
Merunduk
Stolon
Mengeten
Okulasi
Rhizoma
Umbi lapis";Jenis reproduksi yang melibatkan campur tangan manusia dan tidak melibatkan sel kelamin ditunjukkan oleh nomor �. ;"1, 2 dan 3 
4, 5 dan 6 
1, 3 dan 4 
2, 5 dan 6";C;;MOTS
Perhatikan gambar di bawah ini!;Bunga dapat dikatakan sebagai bunga sempurna jika memiliki bagian yang ditunjukkan oleh nomor �.;"3 dan 4 
5 dan 6 
1 dan 2 
1 dan 6";B;;MOTS
"Cermati contoh hewan di bawah ini!
Kucing
Ikan lele
Buaya
Katak
Burung merpati
Harimau sumatera"; Hewan yang melakukan fertilisasi internal pada contoh di atas adalah �. ;"1, 2, 3, dan 4 
1, 3, 5, dan 6 
2, 3, 4, dan 5 
2, 3, 5, dan 6 ";B;;MOTS
Kucing betina berbulu belang tiga dikawinkan dengan kucing jantan berbulu putih, bulu belang tiga (Aa) dominan terhadap bulu putih (aa). ;Jika faktor A bersifat letal, hasil persilangan kucing belang tiga dengan sesamanya akan dihasilkan keturunan....;"belang : putih = 3 : 1 
belang : putih = 2 : 1 
belang : putih = 1 : 1 
belang : putih = 2 : 2 ";B;;HOTS
"Perhatikan pernyataan di bawah ini!
1) pemanfaatan mikroorganisme secara langsung
2) melibatkan berbagai macam teknik dari berbagai disiplin ilmu
3) umumnya dimanfaatkan untuk kebutuhan pangan
4) umumnya dimanfaatkan untuk kebutuhan industri
5) teknik berupa fermentasi bahan makanan oleh mikroorganisme";Ciri-ciri bioteknologi konvensional ditunjukkan oleh nomor �.;"A.  2, 4 dan 5
B.  2, 3 dan 5
C. 1, 4 dan 5
D. 1, 3 dan 5";D;;MOTS
"Pernyataan berikut merupakan penerapan prinsip bioteknologi
1) Pembuatan alkohol dengan pemanfaatan Saccharomyces sp.
2) Pembuatan nata de coco dengan pemanfaatan Acetobacter xylinum
3) Pemisahan logam dari bijinya dengan pemanfaatan Thiobacillus ferrooxidans
4) Pembuatan hormon pertumbuhan dengan pemanfaatan Escherichia coli";Produksi yang menerapkan bioteknologi konvensional adalah �.;"A. 1 dan 4
B. 1 dan 2
C. 3 dan 4
D. 2 dan 4";B;;MOTS
Dalam proses pembuatan kue terdapat suatu proses pemberian ragi pada adonannya. Pemberian ragi ini bertujuan agar adonan kue yang digunakan dapat mengembang dengan baik. Mengembangnya adonan kue disebabkan oleh salah satu mikroorganisme yang terdapat pada ragi yaitu jamur Saccharomyces cereviceae. Jamur ini akan menghasilkan karbondioksida yang menyebabkan adonan kue mengembang.;Jika dituliskan reaksi kimia yang terjadi pada proses pembuatan kue diatas adalah �.;"A. Glukosa + O2 ?   etanol + CO2 + energi
B. Glukosa  ?   etanol + CO2 + energi
C. Etanol + CO2 + energi ? Glukosa + O2
D. Etanol + CO2  ? Glukosa";B;;HOTS
"Perhatikan nama mikroorganisme di bawah ini!
1) Escherichia coli
2) Bacillus thuringiensis
3) Methanobacterium sp.
4) Thiobacillus ferrooxidans";Mikroorganisme yang dimanfaatkan dalam bidang energi dan pertambangan adalah �.;"A. 1 dan 2
B. 2 dan 3
C. 2 dan 4
D. 3 dan 4";D;;MOTS
Tomat flavr savr merupakan salah satu jenis tomat hasil dari proses rekayasa genetika. Tomat ini tahan busuk dan telah memberikan kontribusi yang besar di bidang pertanian. Buah tomat ini direkayasa dengan cara menyisipkan gen sehingga buah tomat tersebut tidak cepat membusuk.;Selain dampak positif dari hasil bioteknologi tersebut ternyata penggunaan produk ini dikhawatirkan juga menimbulkan dampak negatif bagi kesehatan manusia yaitu �.;"A. dapat menyebabkan timbulnya kanker
B. melemahnya sistem kekebalan tubuh
C. menimbulkan gejala alergi pada tubuh
D. menyebabkan terbentuknya antibodi baru pada tubuh";C;;HOTS
"Perhatikan uraian dibawah ini !

1) Candida utilis
2) Chlorella
3) Spirulina maxima
4) Bacillus thuringiensis
5) Methanobacterium";Jenis mikroorganisme yang dapat dimanfaatkan sebagai PST ditunjukkan oleh nomor �.;"A. 1, 2 dan 3
B. 3, 4 dan 5
C. 1, 3 dan 5
D. 2, 4 dan 5";A;C1;LOTS
Perhatikan gambar di bawah ini;Teknik yang digunakan pada gambar diatas adalah�.;"A. Kultur jaringan
B. Hidroponik
C. Aeroponik
D. Inseminasi buatan";B;;MOTS
"Perhatikan tahapan kloning di bawah ini!
1) Morula diimplantasikan ke dalam rahim domba betina.
2) Inti dari sel somatik donor dimasukkan ke dalam ovum.
3) Sel somatik donor diambil intinya.
4) Ovum dirusak intinya dengan sinar ultraviolet.
5) Ovum membelah beberapa kali membentuk morula.
6) Bayi domba siap dilahirkan.";Urutan proses kloning domba yang paling benar adalah . . . .;"A. 1 - 3 - 2 - 6 - 4 - 5
B. 4 - 3 - 2 - 5 - 1 - 6
C. 4 - 2 - 3 - 1 - 5 - 6
D.  1 - 2 - 3 - 4 - 6 - 5";B;;MOTS
Daniel sedang melakukan sebuah eksplorasi ke sebuah hutan di pedalaman Sumatera, pada saat perjalanannya dia menemukan sebuah spesies tumbuhan langka dan sudah termasuk kedalam kategori tumbuhan yang terancam punah. Daniel berencana ingin melestarikan jenis tumbuhan tersebut.;Cara yang tepat untuk mengembangkan jenis tumbuhan tersebut adalah �.;"A. melakukan kultur in vivo pada putik dan benang sari tumbuhan tersebut  
B. memanfaatkan sifat totipotensi yang dimiliki oleh tumbuhan tersebut
C. menggabungkan gen dari tumbuhan tersebut dengan gen dari jenis tumbuhan yang lain  
D. mengubah susunan gen dari tumbuhan tersebut sehingga tumbuhan tersebut tahan terhadap hama";B;;HOTS
Salah satu produk bioteknologi diperoleh dengan cara memasukkan sebuah antigen kepada sebuah hewan. Setelah itu, sel limfosit B dari hewan tersebut akan diambil dan difusikan dengan dengan sel kanker sehingga dihasilkan sebuah sel hibridoma.;Produk bioteknologi yang dimaksudkan adalah �;"A. antibodi multiklonal
B. antibodi monoklonal
C. hormon insulin
D. tanaman transgenik";B;;HOTS
"Perhatikan produk-produk di bawah ini!

1) baju renang
2) baju jersey
3) sweater rajut
4) handuk";Produk yang bahan dasar polyester ditunjukkan oleh nomor �.;"A. 1 dan 2
B. 3 dan 4
C. 1 dan 3
D. 2 dan 4";A;;MOTS
Perhatikan gambar di bawah ini!;Jenis keramik yang ditunjukkan oleh produk diatas adalah �.;"A. tembikar
B. gerabah
C. porselen
D. keramik modifikasi";B;C1;LOTS
Perhatikan gambar di bawah ini!;Ciri-ciri sifat bahan produk diatas adalah�;"A. tahan api
B. terbuat dari pasir silika
C. isolator listrik
D. tidak mudah bereaksi dengan bahan kimia";C;C1;LOTS
"Sekelompok siswa sedang mengelompokkan beberapa jenis benda yang ada sekitarnya. Semua benda yang dikumpulkan tersebut dimasukkan ke dalam tiga kelompok besar yaitu
kelompok I terdiri dari handuk, selimut, topi dan baju renang
kelompok II terdiri dari pipa karet, ban kendaraan dan pelapis tangki
kelompok III terdiri dari lemari, kursi, meja dan pintu
kelompok IV terdiri dari batu bata, genteng, pot bunga dan kendi";Jika seorang siswa menemukan sebuah benda seperti gambar di bawah ini Maka benda tersebut akan dimasukkan ke dalam kelompok �.;"A. I
B. II
C. III
D. IV";D;;HOTS
Perhatikan gambar di bawah ini !;Sistem bercocok tanam yang ditunjukkan oleh gambar di atas adalah �.;"A. Reboisasi
B. Terasering
C. Barter
D. Bioremediasi";B;C1;LOTS
;Mikroorganisme yang berperan dalam reaksi penguraian amonia menjadi nitrit adalah�.;"A. Nitrosomonas
B. Escherichia coli
C. Thiobacillus ferrooxidans
D. Mikoriza";A;;MOTS
;Tumbuhan perintis yang membantu dalam proses pelapukan adalah �.;"A. rumput teki
B. lumut kerak
C. tumbuhan paku
D. tumbuhan berbunga";B;C1;LOTS
"Perhatikan karakteristik tanah di bawah ini!
1) ukuran partikelnya kecil
2) ukuran partikelnya besar
3) mudah ditembus air
4) sulit ditembus air
5) mampu menahan air
6) tidak bisa menahan air dalam waktu yang lama";Karakteristik tanah pasir ditunjukkan oleh nomor �;"A. 2, 3 dan 6
B. 1, 4 dan 5
C. 1, 4 dan 6
D. 2, 3 dan 5";A;;MOTS
Sekelompok siswa kelas IX SMP Cinta Kasih sedang melakukan suatu pengamatan terhadap sifat kimia dan sifat fisika dari berbagai jenis tanah. Hasil pengamatan siswa tersebut dapat dilihat pada tabel di bawah ini;Berdasarkan tabel di atas jenis tanah yang baik untuk pertumbuhan tumbuhan adalah �.;"A. C dan D
B. A dan B
C. B dan C
D. A dan D";D;;HOTS
Mark sedang melakukan sebuah pengamatan terhadap berbagai jenis tanah yang dia ambil dari empat area yang berbeda. Hasil pengamatan Mark dapat dilihat pada tabel di bawah ini!;Jika Mark ingin mengetahui jenis-jenis organisme yang terdapat dalam tanah, maka Mark harus mengamati tanah yang diambil dari lokasi �.;"A. L dan N
B. K dan M
C. K dan L
D. M dan N";A;;HOTS
Perhatikan gambar di bawah ini!;Pernyataan di bawah ini sesuai dengan gambar di atas adalah �.;"kromosom berada dibidang ekuator (bidang pembelahan)
kromatid memisah dan bergerak ke kutup berlawanan
kromatid sampai di kutub dan kromosom berubah menjadi benang-benang kromatin
terbentuknya benang-benang spindel dan kromosom yang telah menduplikasikan diri atas kromatid bersaudara";D;;MOTS
Seorang remaja sedang berobat kerumah sakit akibat adanya gangguan pada alat kelaminnya. Remaja tersebut mengalami keputihan disekitar vaginanya yang disertai dengan rasa gatal dan bau tidak sedap. Dokter menyatakan bahwa gejala tersebut disebabkan oleh jamur. Jamur tersebut berasal ketidakbersihan remaja tersebut dalam menjaga alat reproduksinya.;Jamur yang dimaksudkan adalah �.;"Candida albicans
Human immunodeficiency virus
Neisseria gonorrhea
Treponema pallidum";A;;HOTS
Aquino sedang mengamati sel ujung akar bawang merah yang sedang aktif membelah. Pada pengamatannya dia menemukan sebuah sel yang kromosomnya menebal, membran intinya tidak tampak, memiliki dua sentriol yang tampak menuju ke kutub yang berbeda.;Pernyataan dibawah ini yang sesuai dengan fase pembelahan yang diamati oleh Aquino adalah �..;"Merupakan tahap akhir mitotik yang ditandai dengan adanya pemisahan sitoplasma
Kromatid menuju kekutup yang berlawanan
Kromosom homolog berjejer di bidang pembelahan
Merupakan fase awal mitotik yang ditandai dengan terbentuk benang-benang gelendong";D;;HOTS
Sekelompok siswa sedang mengamati jenis-jenis tumbuhan yang berasal dari kelas monokotil yang terdapat di kebun sekolahnya. Siswa tersebut menemukan satu jenis tumbuhan yang memiliki bunga jantan, bunga betina dan bunga banci didalam satu pohon.;Tumbuhan yang diamati siswa tersebut adalah � dan berdasarkan alat kelamin bunga tumbuhan tersebut termasuk kedalam kelompok �.;"Jagung monoseus
Salak, monoseus
Pepaya, poligamus
Padi, monoseus";C;;HOTS
Perhatikan gambar dibawah ini!;Tumbuhan diatas bereproduksi dengan cara �.;"Rhizoma
Stolon
Tunas adventif
Tunas batang";B;C1;LOTS
"Perhatikan pernyataan dibawah ini!
Tidak melibatkan alat-alat reproduksi
Tidak ada peleburan antara sel sperma dan sel ovum
Menghasilkan keturunan yang bersifat sama persis dengan induknya
Menghasilkan keturunan yang banyak dalam waktu singkat";Ciri-ciri reproduksi aseksual ditunjukkan oleh nomor �.;"1, 2 dan 3
1 dan 4
2 dan 3
1, 2, 3 dan 4";D;;MOTS
Perhatikan gambar dibawah ini!;Bagian urogenital dan testis ditunjukkan oleh nomor �.;"3 dan 6
3 dan 4
1 dan 6
4 dan 5";A;C1;LOTS
Dua buah muatan listrik yang terpisah sejauh x, dan mengalami gaya coulomb sebesar 2F.;Jika kedua muatan dijauhkan hingga jaraknya menjadi 2x, gaya coulomb yang dialami berubah menjadi �. ;*gambar*;B;C2;MOTS
Dina memiliki kawat silindris berjari-jari r dengan panjang L. Kawat tersebut dialiri arus sebesar I.;Jika r diperbesar empat kali namun panjang kawat dan arus yang mengalir dipertahankan tetap, pernyataan yang benar mengenai kawat tersebut adalah �;"Resistansinya bertambah menjadi 16 kali semula. 
Resistansinya bertambah menjadi 4 kali semula. 
Resistansinya berkurang 4 kali semula. 
Resistansinya berkurang 16 kali semula";D;C5;HOTS
Dani sedang berada di bengkel untuk mengisi aki pada motornya.;Proses pengisian aki pada motor Dani dilakukan dengan menghubungkan kutub � aki pada kutub � sumber energi listrik �, begitupun sebaliknya.;"positif; positif; searah 
positif; negatif; searah 
positif; positif; bolak-balik 
positif; negatif; bolak-balik ";B;C6;HOTS
Andi memiliki sebuah batang besi berukuran (5 � 10) cm dan didekatkan beberapa saat dengan magnet permanen. Ketika didekatkan dg serbuk besi, batang besi tersebut mampu menarik serbuk besi yang ada didekatnya.;Pembuatan magnet dengan cara ini disebut �.;"induksi elektromagnetik 
induksi magnet 
elektromagnet 
gosokan";B;C2;MOTS
�Atom terdiri dari inti atom di bagian pusat, di mana elektron mengelilingi inti atom dengan lintasan tertentu sambil memancarkan gelombang elektromagnetik.�;Pernyataan ini merupakan model atom yang disampaikan oleh �. ;"John Dalton 
J.J. Thomson 
Rutherford 
Niels Bohr ";C;C1;LOTS
Terdapat sebuah muatan sebesar 2q berpindah pada beda potensial �V.; Muatan tersebut memiliki energi sebesar�.;"� qV
� qV
qV
4qV";C;C3;MOTS
"Perhatikan pernyataan berikut!
Hambatan listrik berbanding terbalik dengan suhu
Hambatan listrik berbanding lurus dengan luas penampang suatu penghantar
Hambatan listrik berbanding terbalik dengan hambat jenis penghantar
Hambatan listrik berbanding lurus dengan panjang penghantar";Pernyataan yang benar mengenai hambatan listrik dinyatakan oleh nomor�.;"1) dan 3)
2) dan 4)
3) dan 4)
4) saja";D;C2;MOTS
;Bahan non-magnetik terdiri dari bahan dengan sifat�.;"Ferromagnetik
Paramagnetik
Diamagnetik
Paramagnetik dan diamagnetik";D;C1;LOTS
Kawat penghantar dengan panjang 20 m diletakkan dalam medan magnet homogen sebesar 50 mT. Kawat tersebut mengalami gaya Lorentz sebesar F dan kuat arus yang mengalir pada kawat sebesar 2 A.;Nilai F adalah�;"0,2 N
2,0 N
20 N
200 N";B;C3;MOTS
William gilbert menyatakan bahwa bumi adalah sebuah magnet yang sangat besar.;Pernyataan yang tepat mengenai teori kemagnetan bumi adalah�.;"Sudut inklinasi adalah sudut antara arah utara-selatan geografi dengan arah utara-selatan kompas
Sudut deklinasi adalah sudut yang dibentuk medan magnet di garis horizontal permukaan bumi
Kutub utara magnet terletak di sekitar kutub utara bumi
Kutub selatan magnet terletak di sekitar kutub utara bumi";D;C2;MOTS
" Perhatikan penulisan ion berikut!

H+
H-
Ca2+
Ca2-";Kation ditunjukkan oleh nomor �.;"1) dan 2)
1) dan 3)
2) dan 3)
2) dan 4)";B;C3;MOTS
"Perhatikan data berikut.

Buku tulis                    3. Jus buah
Payung                         4. Kopi";Perbedaan sifat dari benda-benda di atas adalah ....;*GAMBAR*;B;C2;MOTS
;Pasangan perubahan wujud benda dan kegiatannya yang tepat ditunjukkan oleh ....;*GAMBAR*;C;C2;MOTS
"Perhatikan benda berikut!

baterai           3. bola lampu         5. rice cooker
generator     4. setrika listrik      6. oven";Contoh-contoh benda yang mengalami perubahan energi yang sama ditunjukkan oleh nomor ...;"a. 1, 2, dan 3                                c. 1, 3, dan 6

b. 2, 4, dan 5                                d. 4, 5, dan 6";D;C1;LOTS
Perhatikan gambar berikut! Paman ingin menarik logam dan memisahkan dari barang rongsokan lainnya menggunakan alat seperti pada di gambar.;Gaya yang digunakan pada alat tersebut adalah�;"a. gravitasi                          c. gesek

b. pegas                               d. magnet";D;C4;HOTS
Perhatikan gambar berikut!;Alat musik seperti pada di gambar dapat mengubah energi .... menjadi energi bunyi;"a. gerak                           c. listrik

b. panas                          d. kimia";A;C4;HOTS
Perhatikan gambar berikut!;Jika saklar E dan G disambung, maka lampu yang menyala adalah ....;"a. lampu A, B, dan C                         c. lampu A, B, dan D

b. lampu B, C, dan D                        d. lampu A, C, dan D";D;C4;HOTS
Perhatikan gambar berikut!;Jika bulan berada pada posisi 2 dan 4, maka gerhana yang terjadi adalah gerhana�;"a. bulan total                                 c. matahari total

b. bulan sebagian                       d. matahari sebagian";B;C2;MOTS
;Kegiatan manusia yang dapat mengganggu daur air berupa penyerapan air adalah �;"a. pelapisan jalan dengan aspal                         c. pembuatan biopori

b. pelapisan tanah dengan pasir                       d. pembuatan hutan lindung";A;C4;HOTS
Perhatikan gambar berikut!;Hubungan yang terdapat seperti pada gambar merupakan simbiosis�;"a. komensalisme                                      c. mutualisme

b. parasitisme                                           d. habitat";C;C4;HOTS
Perhatikan gambar berikut! ;Fungsi bagian yang diberi tanda panah pada hewan di samping adalah untuk....;"a. mengeluarkan tinta hitam                                 c. mengelabuhi musuh

b. mengeluarkan bisa                                               d. mengeluarkan duri tubuhnya";C;C1;LOTS
;Pasangan jenis dan bentuk kaki burung yang tepat adalah..;*GAMBAR*;C;C4;HOTS
